"Variation SKU","Variation Label","Variation Record Key","Parent SKU","Parent Name","Linked Sites","Site Brand Mapping","Feed Title","Feed Description","Price Amount","Currency","Feed Price","Availability","Condition","Item Group ID","Color","Texture / Pattern","Material","Length","Width","Height","Depth","Projection","Diameter","Sides","Selected Attributes","Image Link","Product Link","Google Product Category","GTIN","MPN","Identifier Exists","Airtable Import Status","Marketplace Export Status","PIM Issues","Regular Price Original","Tiered Pricing","Stock","Is Active","Published"
"MS-MOD003-0002","MS-MOD003-0002","MS-MOD003-0002","MS-MOD003","Monument Sign MS 003","3dsignfactory.com,3dsignfactory.us,royalfoam.art","{""3dsignfactory.com"": ""3D Sign Factory"", ""3dsignfactory.us"": ""3D Sign Factory"", ""royalfoam.art"": ""Royal Foam Art Design""}","Monument Sign MS 003 — Any Custom Size, Any Custom Size, Any Custom Size","This monument sign model is a perfect match for classical architecture and serves as a distinguished choice for universities, hospitals, and other institutions with a rich history. Its solid structure and stone accents emphasize prestige, giving the property a distinguished and authoritative presence. A unique feature of this design is the ability to mirror the shape of your logo in the top contour, which is especially valuable for non-standard logo designs. We offer a wide range of finishes and color options, allowing you to create a sign that is not only functional but also seamlessly integrated into its architectural surroundings.","8950.00","USD","8950.00 USD","in_stock","new","MS-MOD003","","","","Any Custom Size","","Any Custom Size","Any Custom Size","","","","Height: Any Custom Size, Length: Any Custom Size, Depth: Any Custom Size","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/rUgjuBsef9aVirIoWCuCNw/q3Y8Ns7LCwnIY1mKX-HN_CoOKdGgLgE9ttG2bJykYTs9lDZ-EbMCEG9VN9Ss1qPc2CwwmnY8PareIDVXawiTT0O4VJ4twe6QYFX9gs896mEktkDVWgKm36ngVwtVI8IDuuaRAJ6dyd6fO98LiJx9M4IXtiFOtzTGj3ldWJHyijw/U6TcGZ119yLnwEgOCdvJhpB5TlpPK2nFf-Pmo9yfyTE","","","","","","READY","BLOCKED","Selected attributes are not listed on parent | Parent attributes not selected: Texture","$8950.00","","10","1","1"
"MS-MOD004-0001","MS-MOD004-0001","MS-MOD004-0001","MS-MOD004","Monument Sign MS 004","3dsignfactory.com,3dsignfactory.us,royalfoam.art","{""3dsignfactory.com"": ""3D Sign Factory"", ""3dsignfactory.us"": ""3D Sign Factory"", ""royalfoam.art"": ""Royal Foam Art Design""}","Monument Sign MS 004 — 96"", 240"", 32""","This monument sign model features a wide, expansive form that makes it a perfect fit for open spaces. Its smooth, flowing lines create a refined look, while the solid side design adds a sense of reliability and strength. It is an impressive solution for golf clubs, yacht marinas, resort complexes, and upscale residential communities, emphasizing both scale and prestige. We offer full customization — the color palette and surface finish can be tailored to your concept, ensuring the sign blends seamlessly with its surroundings while reflecting the unique style of your project.","11750.00","USD","11750.00 USD","in_stock","new","MS-MOD004","","","","240""","","96""","32""","","","","Height: 96"", Length: 240"", Depth: 32""","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/BN44CgR910xBVnIWuMxztA/yHluwRFZC29U2WgsFnal5eE8O8347zJjRdClQJYl63H0-CiEJ1183Bx2gj5vFlp-_fzlh-a3IRqzlhzI9XWsIlnS-WcDeGTZUeGTJgsEnAVOgH33HI3YEyDvi1v6Rqiuh1hp2Wh16NY4GktfRKdI9dvHHP_1Wc_sQCiYYMjJp3Q/yBpl-t6VKfjZ_cAWKgHCnjo_MmYQY98Hvqg_LkR1y0Q","","","","","","READY","BLOCKED","Selected attributes are not listed on parent | Parent attributes not selected: Texture","$11750.00","","10","1","1"
"MS-MOD004-0002","MS-MOD004-0002","MS-MOD004-0002","MS-MOD004","Monument Sign MS 004","3dsignfactory.com,3dsignfactory.us,royalfoam.art","{""3dsignfactory.com"": ""3D Sign Factory"", ""3dsignfactory.us"": ""3D Sign Factory"", ""royalfoam.art"": ""Royal Foam Art Design""}","Monument Sign MS 004 — Any Custom Size, Any Custom Size, Any Custom Size","This monument sign model features a wide, expansive form that makes it a perfect fit for open spaces. Its smooth, flowing lines create a refined look, while the solid side design adds a sense of reliability and strength. It is an impressive solution for golf clubs, yacht marinas, resort complexes, and upscale residential communities, emphasizing both scale and prestige. We offer full customization — the color palette and surface finish can be tailored to your concept, ensuring the sign blends seamlessly with its surroundings while reflecting the unique style of your project.","11750.00","USD","11750.00 USD","in_stock","new","MS-MOD004","","","","Any Custom Size","","Any Custom Size","Any Custom Size","","","","Height: Any Custom Size, Length: Any Custom Size, Depth: Any Custom Size","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/BN44CgR910xBVnIWuMxztA/yHluwRFZC29U2WgsFnal5eE8O8347zJjRdClQJYl63H0-CiEJ1183Bx2gj5vFlp-_fzlh-a3IRqzlhzI9XWsIlnS-WcDeGTZUeGTJgsEnAVOgH33HI3YEyDvi1v6Rqiuh1hp2Wh16NY4GktfRKdI9dvHHP_1Wc_sQCiYYMjJp3Q/yBpl-t6VKfjZ_cAWKgHCnjo_MmYQY98Hvqg_LkR1y0Q","","","","","","READY","BLOCKED","Selected attributes are not listed on parent | Parent attributes not selected: Texture","$11750.00","","10","1","1"
"MS-MOD005-0001","MS-MOD005-0001","MS-MOD005-0001","MS-MOD005","Monument Sign MS 005","3dsignfactory.com,3dsignfactory.us,royalfoam.art","{""3dsignfactory.com"": ""3D Sign Factory"", ""3dsignfactory.us"": ""3D Sign Factory"", ""royalfoam.art"": ""Royal Foam Art Design""}","Monument Sign MS 005 — 96"", 180"", 42""","This monument sign design blends durability with style, creating a bold statement for any property. IIt's distinctive faux wood beam brings a touch of rustic charm and natural warmth, while the combination of faux wood and faux stone cladding conveys strength and prestige. Perfect for both corporate campuses and countryside settings, this model is especially appealing for projects inspired by a country-style aesthetic. We provide fully customized solutions: choose from a variety of faux wood textures, faux stone finishes, and color options to create a sign that reflects your unique brand and setting.","8750.00","USD","8750.00 USD","in_stock","new","MS-MOD005","","","","180""","","96""","42""","","","","Height: 96"", Length: 180"", Depth: 42""","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/pCvkpE-1H742Y9zqiIQRkQ/8sWSlvSG_QUdJWQMuESTfkrTe1_qCEEGh8wO1Q503iuFA3ENK5M9Fe2yDTR12j2qlLkTzSFoRl6qTW9dj_PFf7zdfCcvJQlQ7VCf9-dkVHcjcSdEN20pHPdtKhr_CEhYcZWeDZm_2UV8XMDteQW_EDaif_DKEJdxYtfS5yhShx4/1AbgDCEdRVYh2dUpyGutVHJv5zADYlpa2o9-JBU9g_s","","","","","","READY","BLOCKED","Selected attributes are not listed on parent | Parent attributes not selected: Texture","$8750.00","","10","1","1"
"MS-MOD005-0002","MS-MOD005-0002","MS-MOD005-0002","MS-MOD005","Monument Sign MS 005","3dsignfactory.com,3dsignfactory.us,royalfoam.art","{""3dsignfactory.com"": ""3D Sign Factory"", ""3dsignfactory.us"": ""3D Sign Factory"", ""royalfoam.art"": ""Royal Foam Art Design""}","Monument Sign MS 005 — Any Custom Size, Any Custom Size, Any Custom Size","This monument sign design blends durability with style, creating a bold statement for any property. IIt's distinctive faux wood beam brings a touch of rustic charm and natural warmth, while the combination of faux wood and faux stone cladding conveys strength and prestige. Perfect for both corporate campuses and countryside settings, this model is especially appealing for projects inspired by a country-style aesthetic. We provide fully customized solutions: choose from a variety of faux wood textures, faux stone finishes, and color options to create a sign that reflects your unique brand and setting.","8750.00","USD","8750.00 USD","in_stock","new","MS-MOD005","","","","Any Custom Size","","Any Custom Size","Any Custom Size","","","","Height: Any Custom Size, Length: Any Custom Size, Depth: Any Custom Size","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/pCvkpE-1H742Y9zqiIQRkQ/8sWSlvSG_QUdJWQMuESTfkrTe1_qCEEGh8wO1Q503iuFA3ENK5M9Fe2yDTR12j2qlLkTzSFoRl6qTW9dj_PFf7zdfCcvJQlQ7VCf9-dkVHcjcSdEN20pHPdtKhr_CEhYcZWeDZm_2UV8XMDteQW_EDaif_DKEJdxYtfS5yhShx4/1AbgDCEdRVYh2dUpyGutVHJv5zADYlpa2o9-JBU9g_s","","","","","","READY","BLOCKED","Selected attributes are not listed on parent | Parent attributes not selected: Texture","$8750.00","","10","1","1"
"MS-MOD006-0001","MS-MOD006-0001","MS-MOD006-0001","MS-MOD006","Monument Sign MS 006","3dsignfactory.com,3dsignfactory.us,royalfoam.art","{""3dsignfactory.com"": ""3D Sign Factory"", ""3dsignfactory.us"": ""3D Sign Factory"", ""royalfoam.art"": ""Royal Foam Art Design""}","Monument Sign MS 006 — 82"", 120"", 44""","This monumental sign combines natural aesthetics with expressive design. The wooden beam adds a warm, organic touch to the structure, while the tall side panel enhances its visibility and gives it a more prestigious, well-balanced look. With its large dimensions, the sign is ideal for parks, farms, and open spaces. We offer fully customized solutions — choose the size, textures, colors, and lighting to perfectly fit your project.","6750.00","USD","6750.00 USD","in_stock","new","MS-MOD006","","","","120""","","82""","44""","","","","Height: 82"", Length: 120"", Depth: 44""","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/i1Qlpxi4DnK6JA74ENa2fg/Tv8NewAfhAiTljRxMHXjoO84jN5lXADg2rD1GcNQmlbKGCQJZqYnUVV8phUhq9dXstmb8-1Zy2j2yjskOiF1q6kl0Z2oJXlpdYuCzwRYItHVSizijUM6oh76q57QroEMj73-xSEAg_5SbE2gQWfom2uWf-jXAvi46e8HSXq6X4E/EHQioSg04O2A9R-cwECiE1cT79k5Tr0wrsRZRuE2vjI","","","","","","READY","BLOCKED","Selected attributes are not listed on parent | Parent attributes not selected: Texture","$6750.00","","10","1","1"
"MS-MOD006-0002","MS-MOD006-0002","MS-MOD006-0002","MS-MOD006","Monument Sign MS 006","3dsignfactory.com,3dsignfactory.us,royalfoam.art","{""3dsignfactory.com"": ""3D Sign Factory"", ""3dsignfactory.us"": ""3D Sign Factory"", ""royalfoam.art"": ""Royal Foam Art Design""}","Monument Sign MS 006 — Any Custom Size, Any Custom Size, Any Custom Size","This monumental sign combines natural aesthetics with expressive design. The wooden beam adds a warm, organic touch to the structure, while the tall side panel enhances its visibility and gives it a more prestigious, well-balanced look. With its large dimensions, the sign is ideal for parks, farms, and open spaces. We offer fully customized solutions — choose the size, textures, colors, and lighting to perfectly fit your project.","6750.00","USD","6750.00 USD","in_stock","new","MS-MOD006","","","","Any Custom Size","","Any Custom Size","Any Custom Size","","","","Height: Any Custom Size, Length: Any Custom Size, Depth: Any Custom Size","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/i1Qlpxi4DnK6JA74ENa2fg/Tv8NewAfhAiTljRxMHXjoO84jN5lXADg2rD1GcNQmlbKGCQJZqYnUVV8phUhq9dXstmb8-1Zy2j2yjskOiF1q6kl0Z2oJXlpdYuCzwRYItHVSizijUM6oh76q57QroEMj73-xSEAg_5SbE2gQWfom2uWf-jXAvi46e8HSXq6X4E/EHQioSg04O2A9R-cwECiE1cT79k5Tr0wrsRZRuE2vjI","","","","","","READY","BLOCKED","Selected attributes are not listed on parent | Parent attributes not selected: Texture","$6750.00","","10","1","1"
"MS-MOD007-0001","MS-MOD007-0001","MS-MOD007-0001","MS-MOD007","Monument Sign MS 007","3dsignfactory.com,3dsignfactory.us,royalfoam.art","{""3dsignfactory.com"": ""3D Sign Factory"", ""3dsignfactory.us"": ""3D Sign Factory"", ""royalfoam.art"": ""Royal Foam Art Design""}","Monument Sign MS 007 — 96"", 120"", 40""","This monument sign model stands out with its unique design that blends seamlessly with natural surroundings. It is an excellent choice for national parks, farms, or ranches, emphasizing a sense of warmth and connection to nature. The use of natural materials and a well-balanced form makes the structure an expressive part of the landscape. A key feature of this model is its secure mounting system: the panel is firmly fixed and does not sway, ensuring that the name or logo remains clearly visible at all times. We offer fully customized solutions — you can choose the wood texture and color scheme to perfectly match your project. This sign is both functional and aesthetic, highlighting the identity of the property while conveying a sense of stability.","6850.00","USD","6850.00 USD","in_stock","new","MS-MOD007","","","","120""","","96""","40""","","","","Height: 96"", Length: 120"", Depth: 40""","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/nEIg0ZjVlPya8PMnUVS74A/wW53fFCH3tu0mXj9DiF4oThdADUZOwJ8vVItTZxAlllvXEolBpjAZGI0ogX-tknYyF8A1rRnZVoaDUvzlPeu9KrcmnnjXpZkowDi0X1dLC_LKsgICrolNkPvzVSGjAsQiyycF2sLbeIn9mg50GvsVaULuOXz8Tdq2VcgU4kS5Go/onW4ya29z1tWEhSVT1BBC06CG05wnLwRtQzz4tFetqg","","","","","","READY","BLOCKED","Selected attributes are not listed on parent | Parent attributes not selected: Texture","$6850.00","","10","1","1"
"MS-MOD007-0002","MS-MOD007-0002","MS-MOD007-0002","MS-MOD007","Monument Sign MS 007","3dsignfactory.com,3dsignfactory.us,royalfoam.art","{""3dsignfactory.com"": ""3D Sign Factory"", ""3dsignfactory.us"": ""3D Sign Factory"", ""royalfoam.art"": ""Royal Foam Art Design""}","Monument Sign MS 007 — Any Custom Size, Any Custom Size, Any Custom Size","This monument sign model stands out with its unique design that blends seamlessly with natural surroundings. It is an excellent choice for national parks, farms, or ranches, emphasizing a sense of warmth and connection to nature. The use of natural materials and a well-balanced form makes the structure an expressive part of the landscape. A key feature of this model is its secure mounting system: the panel is firmly fixed and does not sway, ensuring that the name or logo remains clearly visible at all times. We offer fully customized solutions — you can choose the wood texture and color scheme to perfectly match your project. This sign is both functional and aesthetic, highlighting the identity of the property while conveying a sense of stability.","6850.00","USD","6850.00 USD","in_stock","new","MS-MOD007","","","","Any Custom Size","","Any Custom Size","Any Custom Size","","","","Height: Any Custom Size, Length: Any Custom Size, Depth: Any Custom Size","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/nEIg0ZjVlPya8PMnUVS74A/wW53fFCH3tu0mXj9DiF4oThdADUZOwJ8vVItTZxAlllvXEolBpjAZGI0ogX-tknYyF8A1rRnZVoaDUvzlPeu9KrcmnnjXpZkowDi0X1dLC_LKsgICrolNkPvzVSGjAsQiyycF2sLbeIn9mg50GvsVaULuOXz8Tdq2VcgU4kS5Go/onW4ya29z1tWEhSVT1BBC06CG05wnLwRtQzz4tFetqg","","","","","","READY","BLOCKED","Selected attributes are not listed on parent | Parent attributes not selected: Texture","$6850.00","","10","1","1"
"MS-MOD008-0001","MS-MOD008-0001","MS-MOD008-0001","MS-MOD008","Monument Sign MS 008","3dsignfactory.com,3dsignfactory.us,royalfoam.art","{""3dsignfactory.com"": ""3D Sign Factory"", ""3dsignfactory.us"": ""3D Sign Factory"", ""royalfoam.art"": ""Royal Foam Art Design""}","Monument Sign MS 008 — 48"", 111"", 34""","This monument sign model features a clean and understated design that draws full attention to the name of the organization or institution. Its simple form and crisp lines provide a harmonious backdrop that allows the lettering or logo to stand out prominently. It is an excellent choice for bold brand names or complex typographic designs, highlighting their expressiveness and making them the central focus of the structure. We offer a wide selection of colors, textures, and cladding materials, enabling you to create a truly customized solution that perfectly complements the style and architecture of your property.","6750.00","USD","6750.00 USD","in_stock","new","MS-MOD008","","","","111""","","48""","34""","","","","Height: 48"", Length: 111"", Depth: 34""","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/gnkkFVQKmzbIwSKm8oGkUw/ZD2INr-gS1XegBAkXCt7aytZuxT_mQ1kJucqDaaGtR2kb3-6b2qbX7LngCQWp7LAI-9tRhR1NeT8mKKYYvXT5DSeJOzXfkPRninkV-c9DxRdKCqCiIL3F2eYlQVyriRmraUuvlKm-hzZwCwQ-bwbQzSbGGzgpXBdJR3ji-sJ7Yk/fXB20NVv4uuLba078_LFA9Ad7KWgvysef4JxW9N2mSE","","","","","","READY","BLOCKED","Selected attributes are not listed on parent | Parent attributes not selected: Texture","$6750.00","","10","1","1"
"MS-MOD008-0002","MS-MOD008-0002","MS-MOD008-0002","MS-MOD008","Monument Sign MS 008","3dsignfactory.com,3dsignfactory.us,royalfoam.art","{""3dsignfactory.com"": ""3D Sign Factory"", ""3dsignfactory.us"": ""3D Sign Factory"", ""royalfoam.art"": ""Royal Foam Art Design""}","Monument Sign MS 008 — Any Custom Size, Any Custom Size, Any Custom Size","This monument sign model features a clean and understated design that draws full attention to the name of the organization or institution. Its simple form and crisp lines provide a harmonious backdrop that allows the lettering or logo to stand out prominently. It is an excellent choice for bold brand names or complex typographic designs, highlighting their expressiveness and making them the central focus of the structure. We offer a wide selection of colors, textures, and cladding materials, enabling you to create a truly customized solution that perfectly complements the style and architecture of your property.","6750.00","USD","6750.00 USD","in_stock","new","MS-MOD008","","","","Any Custom Size","","Any Custom Size","Any Custom Size","","","","Height: Any Custom Size, Length: Any Custom Size, Depth: Any Custom Size","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/gnkkFVQKmzbIwSKm8oGkUw/ZD2INr-gS1XegBAkXCt7aytZuxT_mQ1kJucqDaaGtR2kb3-6b2qbX7LngCQWp7LAI-9tRhR1NeT8mKKYYvXT5DSeJOzXfkPRninkV-c9DxRdKCqCiIL3F2eYlQVyriRmraUuvlKm-hzZwCwQ-bwbQzSbGGzgpXBdJR3ji-sJ7Yk/fXB20NVv4uuLba078_LFA9Ad7KWgvysef4JxW9N2mSE","","","","","","READY","BLOCKED","Selected attributes are not listed on parent | Parent attributes not selected: Texture","$6750.00","","10","1","1"
"MS-MOD009-0001","MS-MOD009-0001","MS-MOD009-0001","MS-MOD009","Monument Sign MS 009","3dsignfactory.com,3dsignfactory.us,royalfoam.art","{""3dsignfactory.com"": ""3D Sign Factory"", ""3dsignfactory.us"": ""3D Sign Factory"", ""royalfoam.art"": ""Royal Foam Art Design""}","Monument Sign MS 009 — 74"", 124"", 60""","This monument sign is designed in a classic style. The architectural precision and monumental proportions convey a sense of stability and prestige, while the integrated flower planter adds a touch of life and nature. This balance of elegance and harmony makes the design suitable for a wide range of properties — from corporate and administrative complexes to cultural institutions and natio nal parks. We offer full customization: textures, color palettes, and deco rative details are tailored specifically to your project. The design can be adapted to your needs — side inserts or finishing","7250.00","USD","7250.00 USD","in_stock","new","MS-MOD009","","","","124""","","74""","60""","","","","Height: 74"", Length: 124"", Depth: 60""","https://v5.airtableusercontent.com/v3/u/57/57/1789048800000/N6_xkfVj48rzyc3CyQK6OQ/HN2cveqxhdyUFHejuS1AwagaXpzAq_veA1uPwRtNFoDEYoepQR0nu9ZHsa9aNJh7kv39AR8A_UWZ_uENHlvnyY_tlBL7x3ESt72ZaQRCmL88FwCgpSJQuUahhNd-32Xk2VU4oZoK10vys9HiaeNxSMnnTeMY2q5ttHr24xxeHAI/8oIhRNL5077xPZdRIVvr0k4mWQF_MqqrZLg65xHbkmg","","","","","","READY","BLOCKED","Selected attributes are not listed on parent | Parent attributes not selected: Texture","$7250.00","","10","1","1"
